patient_id,mrn,first_name,last_name,date_of_birth,gender,ssn,phone,email,address,city,state,zip_code,emergency_contact_name,emergency_contact_phone,primary_insurance_id,secondary_insurance_id,blood_type,is_active,registration_date
PAT000116,MRN1000116,Jessica,Martinez,1990-06-04,Male,880-95-8567,555-602-6372,patient116@outlook.com,894 Elm St,Houston,IL,83587,Robert Garcia,555-519-6037,INS000989,INS000843,AB-,True,2021-08-23 23:53:57.965615
PAT000117,MRN1000117,Jessica,Brown,2006-02-23,Male,264-39-7280,555-571-9372,patient117@hotmail.com,1740 Maple Dr,Dallas,CA,59620,Robert Moore,555-512-9677,INS000466,,O+,True,2023-01-18 23:53:57.965615
PAT000118,MRN1000118,Linda,Smith,1950-06-24,Female,119-29-5843,555-728-7779,patient118@email.com,4106 Cedar Ln,Austin,CA,93306,Christopher Davis,555-236-2776,INS000541,,AB-,True,2022-10-15 23:53:57.965615
PAT000119,MRN1000119,John,Williams,1969-12-11,Male,905-47-8129,555-982-9496,patient119@gmail.com,6248 Main St,San Antonio,AZ,93381,Christopher White,555-886-1019,INS000210,,A-,True,2023-03-24 23:53:57.965615
PAT000120,MRN1000120,Karen,Miller,1958-06-18,Female,876-57-5590,555-901-4691,patient120@email.com,1747 Hill Rd,San Diego,AZ,86530,Christopher Smith,555-949-1227,INS000780,INS000159,A-,True,2023-09-07 23:53:57.965615
PAT000121,MRN1000121,Jennifer,Jones,1957-10-27,Female,532-69-8676,555-295-6543,patient121@gmail.com,5187 Pine Rd,San Antonio,PA,78003,Barbara Gonzalez,555-293-8739,INS000551,,B+,True,2024-03-30 23:53:57.965615
PAT000122,MRN1000122,Robert,Thompson,1997-04-22,Female,244-14-6867,555-462-8308,patient122@yahoo.com,2539 Main St,Houston,CA,87455,Elizabeth Martinez,555-109-1346,INS000698,,O-,True,2019-09-22 23:53:57.965615
PAT000123,MRN1000123,Joseph,Taylor,1937-04-15,Other,166-66-2667,555-113-8976,patient123@email.com,1714 Maple Dr,Philadelphia,FL,45602,Susan Moore,555-557-1764,INS000661,,AB-,True,2021-05-08 23:53:57.965615
PAT000124,MRN1000124,Christopher,Garcia,1998-07-30,Male,127-68-4335,555-552-4868,patient124@email.com,8872 Hill Rd,Houston,FL,76684,Daniel Lopez,555-930-5029,INS000309,,A-,True,2019-06-12 23:53:57.965615
PAT000125,MRN1000125,Richard,Miller,1940-02-04,Other,162-74-8599,555-857-2663,patient125@email.com,2869 Elm St,San Antonio,FL,43072,Linda Thompson,555-599-9522,INS000452,,O-,True,2024-12-31 23:53:57.965615
PAT000126,MRN1000126,Nancy,Davis,1973-08-18,Female,225-56-7295,555-884-3798,patient126@gmail.com,3967 Pine Rd,San Diego,PA,77733,James Rodriguez,555-895-1995,INS000544,,A+,True,2023-03-17 23:53:57.965615
PAT000127,MRN1000127,James,White,1983-09-30,Female,924-43-8875,555-960-4572,patient127@hotmail.com,616 Hill Rd,Houston,FL,19088,Barbara Lopez,555-640-9390,INS000749,,A+,True,2024-05-22 23:53:57.965615
PAT000128,MRN1000128,Joseph,Martin,1938-06-21,Male,644-92-4766,555-202-6290,patient128@hotmail.com,3327 Oak Ave,Philadelphia,IL,71249,David Hernandez,555-869-7830,INS000276,,B-,True,2024-04-15 23:53:57.965615
PAT000129,MRN1000129,David,Jones,1943-05-22,Female,592-95-2002,555-437-6574,patient129@gmail.com,6436 Hill Rd,Philadelphia,AZ,11588,Charles Hernandez,555-830-8121,INS000525,,AB+,False,2025-12-16 23:53:57.965615
PAT000130,MRN1000130,Daniel,Brown,1939-05-14,Male,321-22-8973,555-747-1699,patient130@gmail.com,2091 Park Ave,Dallas,TX,95148,Mary Jones,555-869-4683,INS000993,,B-,True,2025-05-30 23:53:57.965615
PAT000131,MRN1000131,Charles,Thompson,2004-11-27,Male,425-49-4739,555-797-6214,patient131@hotmail.com,3741 Park Ave,Austin,PA,42303,Susan Miller,555-268-1599,INS000201,,O-,True,2020-11-04 23:53:57.965615
PAT000132,MRN1000132,Thomas,Moore,1989-11-01,Male,642-12-4042,555-550-1536,patient132@gmail.com,248 Maple Dr,San Antonio,TX,63121,Daniel Hernandez,555-610-1575,INS000825,,AB+,True,2024-05-10 23:53:57.965615
PAT000133,MRN1000133,Sarah,Taylor,1980-09-08,Female,552-47-2194,555-466-3080,patient133@hotmail.com,8905 Valley Blvd,New York,PA,23962,Susan Smith,555-684-9435,INS000011,INS000992,B-,True,2024-03-10 23:53:57.965615
PAT000134,MRN1000134,Karen,Harris,1989-05-16,Female,960-48-9245,555-759-2533,patient134@yahoo.com,1508 Lake Dr,San Diego,TX,13323,Jessica Thomas,555-340-5472,INS000234,,B+,True,2021-02-02 23:53:57.965615
PAT000135,MRN1000135,Jessica,Davis,1955-01-25,Female,966-51-8520,555-637-8838,patient135@gmail.com,4122 Park Ave,New York,FL,17019,Jessica Moore,555-616-5445,INS000261,,AB-,True,2021-07-30 23:53:57.965615
PAT000136,MRN1000136,Christopher,Lopez,1962-11-07,Female,787-33-7280,555-732-4647,patient136@hotmail.com,9934 Main St,San Diego,TX,69768,Karen Thompson,555-708-3532,INS000530,,O+,True,2020-06-07 23:53:57.965615
PAT000137,MRN1000137,Sarah,Garcia,1939-11-16,Male,151-30-3830,555-628-5486,patient137@outlook.com,7732 Hill Rd,Chicago,FL,71411,Elizabeth Miller,555-788-8130,INS000862,,O-,True,2023-05-13 23:53:57.965615
PAT000138,MRN1000138,Susan,Anderson,1961-02-28,Female,440-43-7462,555-827-5590,patient138@outlook.com,9807 Cedar Ln,Chicago,NY,10514,Linda Lee,555-603-5988,INS000788,,AB+,True,2022-06-18 23:53:57.965615
PAT000139,MRN1000139,Barbara,Harris,2002-03-23,Male,801-77-7599,555-369-1732,patient139@email.com,8064 Park Ave,Dallas,IL,19413,Robert Thomas,555-653-8213,INS000360,,A+,True,2024-04-12 23:53:57.965615
PAT000140,MRN1000140,Linda,Martin,1962-07-20,Female,251-67-4046,555-418-7023,patient140@hotmail.com,7999 Pine Rd,Dallas,CA,68263,Susan Miller,555-985-7707,INS000474,,AB-,True,2020-11-11 23:53:57.965615
PAT000141,MRN1000141,Christopher,Harris,1963-10-16,Female,668-76-5919,555-621-9804,patient141@gmail.com,856 Main St,Houston,FL,73738,Charles Harris,555-800-3883,INS000219,,B-,True,2020-05-03 23:53:57.965615
PAT000142,MRN1000142,Michael,Williams,1989-08-13,Female,146-67-7825,555-314-2714,patient142@yahoo.com,479 Elm St,Phoenix,AZ,39087,Karen Johnson,555-730-7714,INS000444,,O+,True,2025-07-07 23:53:57.965615
PAT000143,MRN1000143,Christopher,Taylor,1958-11-10,Female,538-42-3229,555-178-6101,patient143@hotmail.com,2220 Oak Ave,Los Angeles,NY,95700,William Thompson,555-455-1971,INS000953,,B+,True,2020-05-09 23:53:57.965615
PAT000144,MRN1000144,Nancy,Thomas,1965-11-25,Male,110-67-7180,555-165-6055,patient144@yahoo.com,4310 Oak Ave,Houston,FL,72976,Susan Johnson,555-972-8778,INS000887,,AB-,True,2021-01-15 23:53:57.965615
PAT000145,MRN1000145,Charles,Hernandez,1968-04-18,Male,799-36-3356,555-594-1842,patient145@email.com,925 Lake Dr,Houston,CA,51051,James Taylor,555-917-5692,INS000337,,A-,True,2019-12-05 23:53:57.965615
PAT000146,MRN1000146,Daniel,White,1949-07-28,Female,589-18-4383,555-767-2677,patient146@gmail.com,244 Lake Dr,Philadelphia,CA,85251,Jennifer White,555-789-5407,INS000676,,B+,True,2022-06-16 23:53:57.965615
PAT000147,MRN1000147,Daniel,Harris,1941-01-01,Male,446-36-9986,555-870-3496,patient147@hotmail.com,1970 Park Ave,Los Angeles,TX,50624,Lisa Davis,555-931-6575,INS000292,,B-,True,2020-08-19 23:53:57.966615
PAT000148,MRN1000148,Elizabeth,White,1975-11-02,Male,510-70-7841,555-332-6287,patient148@email.com,4055 Cedar Ln,Houston,FL,88055,Richard Jackson,555-504-6188,INS000707,,A-,True,2024-11-06 23:53:57.966615
PAT000149,MRN1000149,Michael,Smith,1962-02-15,Female,808-27-6867,555-971-1806,patient149@yahoo.com,9285 Elm St,Austin,CA,35856,Richard Harris,555-552-3182,INS000695,,A-,True,2025-05-30 23:53:57.966615
PAT000150,MRN1000150,Patricia,Gonzalez,1988-02-06,Female,718-26-4569,555-303-7563,patient150@outlook.com,551 Hill Rd,New York,PA,36475,Nancy Jones,555-537-8715,INS000008,,AB-,True,2019-04-18 23:53:57.966615
PAT000151,MRN1000151,Karen,Thomas,1942-05-12,Male,641-65-9256,555-648-8273,patient151@hotmail.com,5353 Oak Ave,Los Angeles,IL,14846,Susan Jackson,555-504-6905,INS000889,INS000365,AB+,True,2023-08-05 23:53:57.966615
PAT000152,MRN1000152,John,Thomas,1987-01-23,Male,955-70-1853,555-216-6313,patient152@outlook.com,3054 Maple Dr,Phoenix,TX,68215,James Garcia,555-793-5524,INS000299,INS000866,A-,True,2023-12-06 23:53:57.966615
PAT000153,MRN1000153,Christopher,Gonzalez,1988-10-25,Female,516-95-1494,555-742-7447,patient153@hotmail.com,7616 Main St,Houston,PA,79180,Nancy Garcia,555-191-9353,INS000899,INS000702,A-,True,2019-12-25 23:53:57.966615
PAT000154,MRN1000154,Richard,Brown,1971-10-01,Female,916-43-9470,555-938-9746,patient154@hotmail.com,8768 Elm St,New York,FL,23534,Robert Johnson,555-264-9227,INS000269,INS000564,A-,True,2021-11-13 23:53:57.966615
PAT000155,MRN1000155,David,Lee,1982-08-01,Male,635-60-4829,555-716-2223,patient155@email.com,1425 Oak Ave,Austin,CA,24502,Charles Anderson,555-205-8319,INS000636,,A+,True,2023-08-06 23:53:57.966615
PAT000156,MRN1000156,Elizabeth,Johnson,1939-10-15,Male,280-17-6482,555-861-1613,patient156@gmail.com,9670 Oak Ave,San Diego,TX,19684,Barbara Hernandez,555-700-5447,INS000133,,B+,True,2025-08-07 23:53:57.966615
PAT000157,MRN1000157,Michael,Wilson,1965-06-14,Male,898-57-4855,555-696-8174,patient157@yahoo.com,4438 Cedar Ln,Phoenix,IL,67979,Nancy Smith,555-610-8809,INS000491,,A+,True,2025-11-18 23:53:57.966615
PAT000158,MRN1000158,James,Lee,1967-09-24,Male,365-10-6682,555-999-8378,patient158@gmail.com,6027 Cedar Ln,Chicago,NY,23974,Richard Brown,555-691-6734,INS000190,,O+,True,2025-07-21 23:53:57.966615
PAT000159,MRN1000159,Thomas,Harris,2006-10-22,Male,907-13-9598,555-732-8313,patient159@email.com,6053 Park Ave,San Diego,NY,85200,Joseph Martin,555-103-1661,INS000527,,A+,True,2019-06-13 23:53:57.966615
PAT000160,MRN1000160,Nancy,Lopez,1985-07-13,Female,954-87-3372,555-650-1875,patient160@gmail.com,7843 Pine Rd,Phoenix,PA,65459,Mary Wilson,555-298-6035,INS000060,,O-,True,2025-07-22 23:53:57.966615
PAT000161,MRN1000161,Lisa,Jackson,1999-08-07,Female,585-35-7850,555-994-3328,patient161@gmail.com,6578 Elm St,Austin,CA,16825,Christopher Anderson,555-441-3168,INS000630,,A-,True,2025-05-15 23:53:57.966615
PAT000162,MRN1000162,Charles,Garcia,1987-03-12,Female,860-20-6363,555-337-5957,patient162@outlook.com,5644 Park Ave,Houston,CA,14785,James Harris,555-872-3443,INS000011,,B-,True,2021-04-19 23:53:57.966615
PAT000163,MRN1000163,Christopher,Smith,1943-09-10,Male,710-67-8029,555-923-5374,patient163@email.com,1982 Valley Blvd,San Antonio,AZ,46442,John Hernandez,555-162-4045,INS000194,,O+,True,2023-09-01 23:53:57.966615
PAT000164,MRN1000164,David,Lee,2007-04-20,Female,363-11-6149,555-465-7985,patient164@hotmail.com,3148 Lake Dr,San Antonio,AZ,90751,Nancy Brown,555-547-3941,INS000121,,B-,True,2024-06-19 23:53:57.966615
PAT000165,MRN1000165,Jennifer,Moore,1953-10-10,Male,296-97-6270,555-624-5782,patient165@outlook.com,7108 Lake Dr,Houston,NY,13096,Jennifer Johnson,555-506-4698,INS000888,INS000614,A+,True,2022-03-16 23:53:57.966615
PAT000166,MRN1000166,Linda,Taylor,2006-12-09,Other,521-67-1946,555-369-7750,patient166@hotmail.com,1382 Maple Dr,Philadelphia,AZ,32311,Mary Miller,555-159-4550,INS000463,,A+,True,2020-04-09 23:53:57.966615
PAT000167,MRN1000167,Patricia,Brown,1952-03-11,Female,854-70-9195,555-584-5807,patient167@outlook.com,7295 Lake Dr,San Diego,NY,22166,Charles Miller,555-228-7372,INS000568,,AB-,True,2021-04-14 23:53:57.966615
PAT000168,MRN1000168,Robert,Lee,1997-12-11,Male,709-69-9188,555-125-4799,patient168@gmail.com,2005 Hill Rd,Austin,PA,45133,William Martinez,555-779-5189,INS000890,,B+,True,2020-09-14 23:53:57.966615
PAT000169,MRN1000169,Mary,Rodriguez,1976-09-26,Female,827-53-6640,555-939-7934,patient169@outlook.com,8299 Park Ave,San Antonio,PA,47567,Karen Johnson,555-453-3815,INS000839,INS000193,B+,True,2021-01-15 23:53:57.966615
PAT000170,MRN1000170,Jennifer,Davis,1990-09-28,Male,360-30-8148,555-843-8000,patient170@outlook.com,2416 Park Ave,San Diego,NY,48499,Joseph Wilson,555-480-8263,INS000519,,A-,True,2022-05-02 23:53:57.966615
PAT000171,MRN1000171,Patricia,Williams,1962-01-24,Female,970-19-1452,555-405-1354,patient171@email.com,4040 Valley Blvd,Los Angeles,TX,21289,Karen Thomas,555-328-4957,INS000251,,AB+,True,2022-11-11 23:53:57.966615
PAT000172,MRN1000172,Charles,Martin,1950-12-01,Male,347-77-5254,555-167-8077,patient172@hotmail.com,5906 Park Ave,Phoenix,IL,56749,Jennifer Brown,555-110-1540,INS000811,,AB+,True,2021-07-12 23:53:57.966615
PAT000173,MRN1000173,John,Jones,1970-06-15,Male,250-33-8812,555-323-3207,patient173@gmail.com,1845 Pine Rd,Dallas,FL,53802,Richard Garcia,555-572-5225,INS000680,,B+,True,2021-11-23 23:53:57.966615
PAT000174,MRN1000174,Barbara,Anderson,2005-12-23,Female,315-61-3133,555-727-6231,patient174@gmail.com,6681 Park Ave,New York,TX,87583,Lisa Williams,555-894-1642,INS000805,,O+,True,2019-11-09 23:53:57.966615
PAT000175,MRN1000175,James,Martin,1991-05-06,Male,566-36-3953,555-591-4582,patient175@email.com,7319 Hill Rd,Houston,TX,65426,Sarah Lee,555-850-7243,INS000400,,O-,True,2021-05-29 23:53:57.966615
PAT000176,MRN1000176,Barbara,Anderson,1959-03-03,Female,161-32-3874,555-876-9169,patient176@gmail.com,3684 Main St,New York,NY,68686,Michael Thompson,555-332-6488,INS000823,,B-,True,2024-09-09 23:53:57.966615
PAT000177,MRN1000177,Jessica,Wilson,1996-08-06,Male,758-28-8899,555-618-4412,patient177@yahoo.com,6199 Elm St,New York,FL,46610,Linda Thompson,555-188-8089,INS000263,INS000718,AB-,True,2020-08-31 23:53:57.966615
PAT000178,MRN1000178,Richard,Brown,1972-07-16,Female,205-23-2228,555-989-2950,patient178@outlook.com,8200 Maple Dr,San Diego,FL,39812,Linda Jackson,555-627-6616,INS000252,,B-,True,2024-03-08 23:53:57.966615
PAT000179,MRN1000179,William,Anderson,1996-02-07,Female,955-69-7078,555-463-9162,patient179@gmail.com,7616 Oak Ave,Houston,PA,40456,Lisa Lee,555-250-3432,INS000758,,AB+,True,2019-11-04 23:53:57.966615
PAT000180,MRN1000180,Elizabeth,Taylor,1976-10-10,Female,766-72-7978,555-474-8422,patient180@outlook.com,3304 Hill Rd,Philadelphia,IL,40578,John Harris,555-378-8618,INS000971,INS000339,B+,True,2022-07-30 23:53:57.966615
PAT000181,MRN1000181,Charles,White,1984-04-29,Male,721-25-9057,555-823-3624,patient181@email.com,8697 Lake Dr,San Antonio,IL,97239,Karen Garcia,555-509-8841,INS000085,,AB-,True,2020-11-08 23:53:57.966615
PAT000182,MRN1000182,Christopher,Brown,1937-05-28,Male,209-64-3693,555-715-3413,patient182@email.com,4793 Main St,Philadelphia,CA,96766,Charles Gonzalez,555-476-3001,INS000439,,O+,True,2025-09-24 23:53:57.966615
PAT000183,MRN1000183,Joseph,Lopez,1993-02-01,Male,158-47-3582,555-778-8195,patient183@email.com,2817 Pine Rd,Dallas,TX,78024,Christopher Martin,555-228-6613,INS000505,,A-,True,2023-05-03 23:53:57.966615
PAT000184,MRN1000184,Elizabeth,Jackson,2004-07-06,Male,731-79-7094,555-339-2711,patient184@yahoo.com,3662 Cedar Ln,Chicago,AZ,49719,Robert Brown,555-825-4278,INS000763,,A-,True,2022-10-19 23:53:57.966615
PAT000185,MRN1000185,Jessica,Wilson,1984-07-21,Female,216-46-5394,555-621-7447,patient185@outlook.com,6338 Oak Ave,San Antonio,TX,96978,James Hernandez,555-593-1405,INS000532,,O+,True,2022-12-19 23:53:57.966615
PAT000186,MRN1000186,James,Jackson,2001-12-21,Female,957-80-7621,555-672-4414,patient186@gmail.com,5046 Cedar Ln,New York,CA,84009,Linda Smith,555-163-6868,INS000334,,A-,True,2021-04-26 23:53:57.966615
PAT000187,MRN1000187,Daniel,Moore,1949-04-11,Female,690-80-4812,555-827-1618,patient187@outlook.com,6505 Park Ave,Dallas,FL,63366,Jessica Williams,555-960-4439,INS000765,,AB-,True,2023-08-12 23:53:57.966615
PAT000188,MRN1000188,Mary,Lee,1992-10-08,Female,133-57-3879,555-239-2453,patient188@gmail.com,2982 Lake Dr,Chicago,PA,54884,Jennifer Garcia,555-509-7687,INS000640,,AB+,True,2023-07-28 23:53:57.966615
PAT000189,MRN1000189,James,Davis,1987-03-09,Female,206-64-1128,555-439-7034,patient189@gmail.com,7051 Maple Dr,Philadelphia,PA,59024,Susan Johnson,555-714-4422,INS000515,,AB+,True,2023-12-25 23:53:57.966615
PAT000190,MRN1000190,Robert,Moore,2000-06-06,Female,312-84-3935,555-822-5985,patient190@hotmail.com,3678 Main St,Chicago,IL,31202,Mary Moore,555-298-3228,INS000849,,B+,True,2022-10-28 23:53:57.966615
PAT000191,MRN1000191,Susan,White,1953-03-22,Male,291-13-3952,555-757-3681,patient191@email.com,4963 Oak Ave,San Antonio,IL,39990,Robert Jones,555-604-8118,INS000274,,O+,True,2021-10-18 23:53:57.966615
PAT000192,MRN1000192,Sarah,Martinez,2004-12-06,Female,864-62-1227,555-941-4715,patient192@outlook.com,1273 Lake Dr,Houston,IL,84389,Thomas Davis,555-336-4556,INS000971,INS000803,A-,True,2022-01-28 23:53:57.966615
PAT000193,MRN1000193,Joseph,Lopez,1943-02-02,Female,197-44-4020,555-332-3868,patient193@outlook.com,6917 Oak Ave,San Diego,PA,24273,Christopher Anderson,555-364-3122,INS000268,,AB+,False,2021-05-29 23:53:57.966615
PAT000194,MRN1000194,Richard,Thompson,1949-07-13,Female,794-60-5401,555-407-2482,patient194@email.com,4985 Pine Rd,Austin,NY,72920,Joseph Harris,555-253-9729,INS000274,INS000339,AB-,True,2020-02-12 23:53:57.966615
PAT000195,MRN1000195,Elizabeth,Thomas,1976-02-10,Male,607-19-1992,555-484-7108,patient195@outlook.com,1775 Elm St,Phoenix,PA,99090,William Garcia,555-463-7557,INS000911,INS000588,AB-,True,2022-11-05 23:53:57.966615
PAT000196,MRN1000196,Elizabeth,Garcia,1967-09-01,Male,532-79-1414,555-170-6684,patient196@gmail.com,3140 Cedar Ln,Los Angeles,IL,13475,Joseph Johnson,555-263-9513,INS000043,,B-,True,2025-04-24 23:53:57.966615
PAT000197,MRN1000197,Sarah,Harris,1966-08-16,Male,989-19-8382,555-741-5166,patient197@gmail.com,8478 Maple Dr,Chicago,CA,37671,David Martinez,555-336-8624,INS000565,INS000312,O-,True,2022-04-18 23:53:57.966615
PAT000198,MRN1000198,Nancy,Thompson,1996-01-15,Female,575-12-4539,555-650-5054,patient198@email.com,1946 Valley Blvd,Dallas,PA,40688,Karen Moore,555-243-4589,INS000576,,AB-,True,2022-09-18 23:53:57.966615
PAT000199,MRN1000199,Susan,Smith,2007-05-27,Female,925-20-7554,555-697-8091,patient199@email.com,6600 Hill Rd,Dallas,CA,57211,David Thomas,555-609-3895,INS000675,INS000928,B+,True,2021-06-08 23:53:57.966615
PAT000200,MRN1000200,Jessica,White,1983-12-19,Male,298-67-1644,555-916-7374,patient200@outlook.com,7005 Maple Dr,San Antonio,NY,41955,Lisa Moore,555-290-6521,INS000587,,O+,True,2023-10-16 23:53:57.966615
PAT000201,MRN1000201,Richard,Harris,1940-01-22,Other,450-97-1176,555-124-8644,patient201@outlook.com,6910 Cedar Ln,San Antonio,TX,10165,Sarah Anderson,555-868-4406,INS000923,INS000558,B+,True,2022-04-23 23:53:57.966615
PAT000202,MRN1000202,Elizabeth,Jones,1982-12-25,Male,133-47-4248,555-312-5913,patient202@outlook.com,7951 Main St,Austin,AZ,17261,Jennifer Moore,555-204-1579,INS000324,,AB-,True,2024-09-07 23:53:57.966615
PAT000203,MRN1000203,Charles,White,2002-02-09,Male,313-33-7770,555-398-7296,patient203@hotmail.com,4200 Park Ave,Los Angeles,TX,50778,Robert Johnson,555-338-4758,INS000761,INS000101,A+,True,2020-10-27 23:53:57.966615
PAT000204,MRN1000204,Joseph,Gonzalez,2006-04-17,Male,955-68-4007,555-966-8715,patient204@email.com,5231 Park Ave,Los Angeles,AZ,90896,Richard Miller,555-834-8725,INS000602,,A-,True,2022-07-15 23:53:57.966615
PAT000205,MRN1000205,Charles,Gonzalez,2002-12-24,Female,359-45-7172,555-826-5171,patient205@email.com,8925 Valley Blvd,Chicago,CA,86764,Robert Garcia,555-944-1871,INS000221,,AB+,True,2020-06-28 23:53:57.966615
PAT000206,MRN1000206,Joseph,Lopez,1944-08-08,Female,691-38-2853,555-498-3894,patient206@yahoo.com,6448 Valley Blvd,Chicago,PA,86494,Daniel Thompson,555-107-9900,INS000025,,AB+,True,2023-10-03 23:53:57.966615
PAT000207,MRN1000207,Elizabeth,White,1946-02-21,Male,983-66-3619,555-844-3004,patient207@yahoo.com,8464 Lake Dr,Houston,PA,33607,Thomas White,555-809-6114,INS000205,INS000741,A+,True,2022-07-11 23:53:57.966615
PAT000208,MRN1000208,John,Gonzalez,1963-09-03,Female,676-45-8267,555-453-6844,patient208@yahoo.com,457 Maple Dr,Chicago,PA,60426,Lisa Harris,555-245-4401,INS000191,,B+,True,2025-04-12 23:53:57.966615
PAT000209,MRN1000209,Susan,Moore,1946-03-15,Male,543-40-1087,555-657-5643,patient209@outlook.com,6283 Hill Rd,Los Angeles,NY,92117,James Williams,555-357-1557,INS000996,INS000208,B-,True,2020-04-08 23:53:57.966615
PAT000210,MRN1000210,Michael,Gonzalez,1954-12-26,Female,652-38-1532,555-765-2348,patient210@gmail.com,9254 Maple Dr,Phoenix,PA,62981,Jennifer Wilson,555-309-8303,INS000641,INS000007,B+,True,2021-12-07 23:53:57.966615
PAT000211,MRN1000211,Richard,Garcia,1944-11-19,Female,859-60-6326,555-742-8979,patient211@outlook.com,148 Main St,Chicago,TX,55610,Charles Moore,555-111-5376,INS000035,,B-,True,2024-10-29 23:53:57.966615
PAT000212,MRN1000212,Barbara,Martin,1983-08-24,Female,366-17-3560,555-374-2882,patient212@gmail.com,4659 Hill Rd,Philadelphia,TX,38107,Mary Martinez,555-302-4130,INS000473,INS000378,AB-,True,2020-06-09 23:53:57.966615
PAT000213,MRN1000213,Susan,Lopez,1999-02-10,Male,458-88-6325,555-534-2042,patient213@hotmail.com,3702 Lake Dr,Chicago,IL,60582,William Wilson,555-338-4221,INS000642,,AB-,True,2021-08-08 23:53:57.966615
PAT000214,MRN1000214,Daniel,Jackson,1957-05-14,Other,211-99-4587,555-552-1048,patient214@gmail.com,9985 Maple Dr,San Antonio,FL,24636,Daniel Wilson,555-799-3028,INS000909,,B-,True,2019-08-30 23:53:57.966615
PAT000215,MRN1000215,Mary,Brown,1988-10-04,Female,855-87-4684,555-444-1215,patient215@hotmail.com,6679 Maple Dr,Los Angeles,FL,90402,Barbara Taylor,555-747-9804,INS000381,INS000055,AB-,True,2021-09-15 23:53:57.966615
PAT000216,MRN1000216,William,Jones,1993-09-28,Male,230-69-3588,555-265-3712,patient216@email.com,1390 Elm St,Los Angeles,IL,72602,Charles Hernandez,555-930-9431,INS000447,,A+,True,2022-01-06 23:53:57.966615
PAT000217,MRN1000217,David,Hernandez,1983-10-08,Female,876-73-3952,555-178-9415,patient217@yahoo.com,9547 Pine Rd,Austin,AZ,94881,Robert Harris,555-315-9738,INS000006,INS000922,B-,True,2019-09-10 23:53:57.966615
