provider_id,npi,first_name,last_name,specialty,sub_specialty,degree,license_number,license_state,facility_id,phone,email,is_accepting_patients,is_active,hire_date,created_date
PRV000137,1000000137,Karen,Scott,Family Medicine,,DO,LIC213856,FL,FAC000470,555-274-1736,dr.nelson73@wrshealthproviders.com,True,True,2010-08-09,2025-09-21 23:53:57.982591
PRV000138,1000000138,Robert,Baker,Pediatrics,Geriatrics,MD,LIC812364,NY,FAC000412,555-453-5384,dr.nelson43@wrshealthproviders.com,False,True,2019-09-25,2021-08-13 23:53:57.982591
PRV000139,1000000139,James,Allen,General Surgery,Pain Management,DO,LIC289407,IL,FAC000484,555-927-5695,dr.scott66@wrshealthproviders.com,True,True,2014-01-09,2021-02-18 23:53:57.982591
PRV000140,1000000140,Emily,Nelson,Endocrinology,Critical Care,PA,LIC676209,TX,FAC000060,555-804-8623,dr.allen23@wrshealthproviders.com,False,True,2004-09-06,2022-04-01 23:53:57.982591
PRV000141,1000000141,William,Green,Pediatrics,Geriatrics,MD,LIC200590,IL,FAC000167,555-743-7407,dr.robinson72@wrshealthproviders.com,True,True,2014-11-18,2021-03-25 23:53:57.982591
PRV000142,1000000142,John,Lewis,Family Medicine,Interventional,MD,LIC482556,IL,FAC000371,555-705-9739,dr.robinson72@wrshealthproviders.com,True,True,2013-03-12,2021-06-03 23:53:57.982591
PRV000143,1000000143,James,Walker,Ophthalmology,Interventional,MD,LIC157303,PA,FAC000315,555-981-9839,dr.thompson9@wrshealthproviders.com,True,True,2013-02-13,2022-08-16 23:53:57.982591
PRV000144,1000000144,Lisa,Nelson,Orthopedics,,DO,LIC206061,TX,FAC000987,555-129-2484,dr.nelson36@wrshealthproviders.com,False,True,2005-03-08,2024-05-16 23:53:57.982591
PRV000145,1000000145,Sarah,Anderson,Obstetrics and Gynecology,,MD,LIC499530,TX,FAC000385,555-280-3706,dr.baker22@wrshealthproviders.com,True,True,2011-03-04,2025-09-05 23:53:57.982591
PRV000146,1000000146,Lisa,Walker,Radiology,Pain Management,NP,LIC364642,CA,FAC000103,555-450-7635,dr.martinez92@wrshealthproviders.com,True,True,2021-05-10,2023-08-22 23:53:57.982591
PRV000147,1000000147,William,Wright,Family Medicine,Interventional,DO,LIC441327,IL,FAC000424,555-916-3114,dr.hall14@wrshealthproviders.com,True,True,2023-06-03,2023-06-02 23:53:57.982591
PRV000148,1000000148,Nancy,Allen,Orthopedics,Geriatrics,NP,LIC373792,FL,FAC000523,555-162-9718,dr.robinson21@wrshealthproviders.com,True,True,2019-04-24,2022-11-13 23:53:57.982591
PRV000149,1000000149,John,Nelson,Anesthesiology,,DO,LIC528714,AZ,FAC000261,555-321-7798,dr.scott46@wrshealthproviders.com,True,True,2022-04-21,2024-03-15 23:53:57.982591
PRV000150,1000000150,David,Baker,Obstetrics and Gynecology,,MD,LIC503759,CA,FAC000943,555-198-1238,dr.baker40@wrshealthproviders.com,False,True,2012-11-09,2022-07-11 23:53:57.982591
PRV000151,1000000151,Karen,Lewis,Neurology,Interventional,MD,LIC260919,CA,FAC000300,555-980-9842,dr.scott1@wrshealthproviders.com,True,True,2022-05-27,2022-05-08 23:53:57.982591
PRV000152,1000000152,Nancy,Green,General Surgery,Interventional,MD,LIC487650,CA,FAC000285,555-139-3436,dr.walker8@wrshealthproviders.com,True,True,2024-02-29,2025-02-28 23:53:57.982591
PRV000153,1000000153,Richard,Robinson,Emergency Medicine,,PA,LIC560526,FL,FAC000389,555-466-9042,dr.clark88@wrshealthproviders.com,True,False,2023-09-13,2022-05-21 23:53:57.982591
PRV000154,1000000154,Nancy,Walker,Radiology,Geriatrics,DO,LIC342886,NY,FAC000608,555-943-1630,dr.walker14@wrshealthproviders.com,True,True,2014-09-30,2025-10-21 23:53:57.982591
PRV000155,1000000155,John,Robinson,Psychiatry,Sports Medicine,DO,LIC217128,PA,FAC000430,555-911-2144,dr.clark10@wrshealthproviders.com,True,True,2021-06-08,2024-12-28 23:53:57.982591
PRV000156,1000000156,Nancy,Clark,Neurology,Interventional,MD,LIC262306,TX,FAC000290,555-970-7609,dr.nelson68@wrshealthproviders.com,True,True,2006-12-17,2023-06-10 23:53:57.982591
PRV000157,1000000157,Robert,Lewis,Cardiology,Critical Care,MD,LIC466142,IL,FAC000375,555-995-3759,dr.robinson58@wrshealthproviders.com,True,True,2011-05-29,2022-09-13 23:53:57.982591
PRV000158,1000000158,Karen,Allen,Obstetrics and Gynecology,,DO,LIC329675,CA,FAC000780,555-834-1774,dr.anderson40@wrshealthproviders.com,True,True,2024-06-22,2021-08-31 23:53:57.982591
PRV000159,1000000159,Michelle,Martinez,Emergency Medicine,,MD,LIC542188,PA,FAC000972,555-852-7524,dr.lewis91@wrshealthproviders.com,True,True,2013-09-30,2023-03-12 23:53:57.982591
PRV000160,1000000160,Thomas,Lewis,Pediatrics,Critical Care,MD,LIC213251,NY,FAC000660,555-835-4947,dr.hall18@wrshealthproviders.com,False,True,2010-03-24,2022-08-05 23:53:57.982591
PRV000161,1000000161,Richard,Hall,Family Medicine,Critical Care,DO,LIC233411,FL,FAC000518,555-568-2020,dr.nelson41@wrshealthproviders.com,True,True,2019-04-11,2022-03-20 23:53:57.982591
PRV000162,1000000162,John,Clark,Psychiatry,Interventional,MD,LIC562815,NY,FAC000622,555-331-7089,dr.martinez11@wrshealthproviders.com,True,True,2014-06-26,2021-12-11 23:53:57.982591
PRV000163,1000000163,Laura,Anderson,Dermatology,Critical Care,MD,LIC521983,TX,FAC000925,555-445-6762,dr.king79@wrshealthproviders.com,True,True,2011-02-15,2022-03-05 23:53:57.982591
PRV000164,1000000164,William,Scott,Emergency Medicine,Geriatrics,MD,LIC722333,AZ,FAC000778,555-737-2730,dr.lewis4@wrshealthproviders.com,True,True,2006-11-17,2025-07-03 23:53:57.982591
PRV000165,1000000165,Michael,Lewis,Cardiology,Pain Management,MD,LIC624894,IL,FAC000185,555-425-3019,dr.green28@wrshealthproviders.com,True,True,2006-05-23,2024-07-02 23:53:57.982591
PRV000166,1000000166,Jennifer,Wright,Ophthalmology,Geriatrics,PA,LIC574405,TX,FAC000258,555-500-8178,dr.anderson34@wrshealthproviders.com,True,True,2013-02-02,2024-03-14 23:53:57.982591
PRV000167,1000000167,Michael,Hall,Ophthalmology,Sports Medicine,MD,LIC513833,NY,FAC000700,555-487-2259,dr.robinson49@wrshealthproviders.com,True,True,2008-11-23,2021-04-09 23:53:57.982591
PRV000168,1000000168,Sarah,Allen,General Surgery,Interventional,MD,LIC280580,CA,FAC000316,555-546-7772,dr.wright17@wrshealthproviders.com,False,True,2024-01-02,2024-07-25 23:53:57.982591
PRV000169,1000000169,Michael,Robinson,Internal Medicine,Geriatrics,MD,LIC907693,AZ,FAC000087,555-255-7649,dr.baker22@wrshealthproviders.com,True,True,2008-10-02,2023-01-03 23:53:57.982591
PRV000170,1000000170,Michelle,Wright,Ophthalmology,Interventional,DO,LIC269659,FL,FAC000965,555-996-6688,dr.scott12@wrshealthproviders.com,True,True,2022-09-12,2025-08-03 23:53:57.982591
PRV000171,1000000171,David,Allen,Ophthalmology,Sports Medicine,MD,LIC924843,AZ,FAC000681,555-654-7497,dr.robinson2@wrshealthproviders.com,True,True,2010-05-07,2021-07-02 23:53:57.982591
PRV000172,1000000172,Richard,King,Endocrinology,,MD,LIC892635,FL,FAC000556,555-994-4159,dr.wright29@wrshealthproviders.com,True,True,2022-11-30,2025-08-23 23:53:57.982591
PRV000173,1000000173,Jennifer,Wright,Neurology,Geriatrics,MD,LIC712371,IL,FAC000234,555-495-1890,dr.robinson6@wrshealthproviders.com,True,True,2014-10-25,2022-11-21 23:53:57.982591
PRV000174,1000000174,David,Allen,Endocrinology,Critical Care,MD,LIC471883,NY,FAC000190,555-235-6894,dr.anderson9@wrshealthproviders.com,False,True,2023-09-05,2022-08-03 23:53:57.982591
PRV000175,1000000175,Richard,Martinez,Endocrinology,,MD,LIC622370,PA,FAC000521,555-349-7155,dr.baker78@wrshealthproviders.com,True,True,2008-07-25,2025-05-13 23:53:57.982591
PRV000176,1000000176,Michelle,Lewis,Orthopedics,,NP,LIC930241,PA,FAC000917,555-625-8998,dr.lewis97@wrshealthproviders.com,True,True,2017-04-24,2023-05-22 23:53:57.982591
PRV000177,1000000177,Michelle,King,Internal Medicine,Critical Care,NP,LIC881824,IL,FAC000792,555-292-3364,dr.king9@wrshealthproviders.com,True,False,2007-11-01,2022-07-13 23:53:57.982591
PRV000178,1000000178,Emily,Hall,Cardiology,,MD,LIC769909,AZ,FAC000069,555-928-1993,dr.hall51@wrshealthproviders.com,True,True,2016-04-13,2025-02-18 23:53:57.982591
PRV000179,1000000179,John,Martinez,Pediatrics,Geriatrics,MD,LIC712746,CA,FAC000888,555-733-3427,dr.lewis20@wrshealthproviders.com,True,True,2018-12-16,2023-03-01 23:53:57.982591
PRV000180,1000000180,David,Allen,Internal Medicine,Geriatrics,PA,LIC424093,CA,FAC000091,555-282-6344,dr.walker70@wrshealthproviders.com,True,True,2014-08-14,2024-06-22 23:53:57.982591
PRV000181,1000000181,James,Anderson,Obstetrics and Gynecology,Geriatrics,MD,LIC612001,IL,FAC000877,555-994-5520,dr.anderson10@wrshealthproviders.com,True,True,2010-09-28,2024-02-25 23:53:57.982591
PRV000182,1000000182,Karen,Thompson,Family Medicine,Pain Management,NP,LIC393703,PA,FAC000819,555-468-1753,dr.walker85@wrshealthproviders.com,True,True,2005-07-14,2021-08-26 23:53:57.982591
PRV000183,1000000183,Michelle,Hall,Emergency Medicine,Pain Management,MD,LIC481534,TX,FAC000815,555-924-1321,dr.baker5@wrshealthproviders.com,True,True,2009-11-02,2023-02-24 23:53:57.982591
PRV000184,1000000184,Sarah,Wright,Neurology,Geriatrics,PA,LIC138928,TX,FAC000248,555-496-5394,dr.lewis4@wrshealthproviders.com,False,True,2015-06-08,2024-05-09 23:53:57.982591
PRV000185,1000000185,Karen,Scott,Emergency Medicine,Interventional,DO,LIC682350,IL,FAC000885,555-118-8195,dr.martinez77@wrshealthproviders.com,True,True,2008-06-11,2023-01-14 23:53:57.982591
PRV000186,1000000186,Lisa,Hall,General Surgery,Pain Management,PA,LIC162838,CA,FAC000455,555-672-8587,dr.young1@wrshealthproviders.com,False,True,2017-08-15,2021-11-25 23:53:57.982591
PRV000187,1000000187,William,Anderson,Dermatology,Interventional,DO,LIC761515,NY,FAC000648,555-939-4347,dr.martinez97@wrshealthproviders.com,True,True,2012-12-12,2023-05-01 23:53:57.982591
PRV000188,1000000188,Richard,Walker,Anesthesiology,Critical Care,MD,LIC691469,FL,FAC000131,555-942-9159,dr.allen50@wrshealthproviders.com,True,True,2010-12-02,2024-07-11 23:53:57.982591
PRV000189,1000000189,Karen,Lewis,Family Medicine,Pain Management,PA,LIC779018,FL,FAC000279,555-199-9778,dr.scott11@wrshealthproviders.com,True,True,2016-09-26,2022-10-02 23:53:57.982591
PRV000190,1000000190,Lisa,Clark,Pediatrics,,MD,LIC630172,TX,FAC000965,555-304-5710,dr.hall52@wrshealthproviders.com,True,True,2014-11-07,2024-08-06 23:53:57.982591
PRV000191,1000000191,William,Green,General Surgery,,MD,LIC746861,IL,FAC000764,555-220-1916,dr.thompson60@wrshealthproviders.com,True,True,2008-01-31,2025-10-20 23:53:57.982591
PRV000192,1000000192,Jennifer,Nelson,Endocrinology,,DO,LIC921710,TX,FAC000700,555-152-1073,dr.nelson19@wrshealthproviders.com,True,True,2016-11-12,2021-04-28 23:53:57.982591
PRV000193,1000000193,James,Walker,Endocrinology,Critical Care,DO,LIC573277,IL,FAC000698,555-547-7381,dr.nelson21@wrshealthproviders.com,True,True,2014-12-15,2025-10-17 23:53:57.982591
PRV000194,1000000194,Lisa,King,Radiology,,PA,LIC225549,IL,FAC000286,555-430-9845,dr.thompson81@wrshealthproviders.com,False,True,2011-10-03,2022-10-23 23:53:57.982591
PRV000195,1000000195,Laura,Young,Emergency Medicine,Pain Management,MD,LIC588895,CA,FAC000786,555-399-9442,dr.young47@wrshealthproviders.com,True,True,2024-07-26,2021-03-03 23:53:57.982591
PRV000196,1000000196,Thomas,Anderson,Psychiatry,Sports Medicine,DO,LIC342787,FL,FAC000505,555-394-4946,dr.thompson90@wrshealthproviders.com,True,True,2005-03-01,2025-01-24 23:53:57.982591
PRV000197,1000000197,William,Young,Obstetrics and Gynecology,Interventional,DO,LIC783701,CA,FAC000956,555-972-4791,dr.anderson56@wrshealthproviders.com,True,True,2019-12-29,2023-09-07 23:53:57.982591
PRV000198,1000000198,Sarah,Baker,Orthopedics,Sports Medicine,MD,LIC331180,NY,FAC000730,555-127-1095,dr.walker89@wrshealthproviders.com,False,True,2006-12-23,2025-01-04 23:53:57.982591
PRV000199,1000000199,Thomas,Scott,Orthopedics,Geriatrics,MD,LIC193901,TX,FAC000610,555-383-8054,dr.wright30@wrshealthproviders.com,True,True,2008-08-21,2022-12-11 23:53:57.982591
PRV000200,1000000200,Nancy,Wright,Oncology,Pain Management,MD,LIC895286,FL,FAC000837,555-163-4688,dr.hall27@wrshealthproviders.com,True,True,2020-01-01,2021-09-01 23:53:57.982591
PRV000201,1000000201,Karen,Baker,Psychiatry,,MD,LIC453214,FL,FAC000728,555-818-6131,dr.wright4@wrshealthproviders.com,True,True,2016-02-09,2023-02-22 23:53:57.982591
PRV000202,1000000202,William,Robinson,Emergency Medicine,Sports Medicine,PA,LIC911604,IL,FAC000161,555-956-7784,dr.robinson52@wrshealthproviders.com,True,True,2010-12-13,2023-10-24 23:53:57.982591
PRV000203,1000000203,Thomas,Green,Orthopedics,Interventional,DO,LIC620131,AZ,FAC000800,555-101-9743,dr.lewis54@wrshealthproviders.com,False,True,2014-09-14,2024-02-06 23:53:57.982591
PRV000204,1000000204,Lisa,Green,Orthopedics,,DO,LIC198616,FL,FAC000593,555-723-9134,dr.clark42@wrshealthproviders.com,True,True,2005-07-08,2021-12-02 23:53:57.982591
PRV000205,1000000205,Laura,Clark,Neurology,Interventional,PA,LIC544912,IL,FAC000469,555-139-7288,dr.martinez5@wrshealthproviders.com,True,True,2008-09-17,2023-01-05 23:53:57.982591
PRV000206,1000000206,James,Martinez,Orthopedics,Critical Care,MD,LIC138611,NY,FAC000767,555-382-5013,dr.young74@wrshealthproviders.com,False,True,2017-11-11,2021-05-01 23:53:57.982591
PRV000207,1000000207,Karen,Walker,Radiology,Critical Care,NP,LIC391236,TX,FAC000735,555-581-7110,dr.allen49@wrshealthproviders.com,True,True,2010-11-04,2025-12-01 23:53:57.982591
PRV000208,1000000208,David,Clark,Endocrinology,Critical Care,MD,LIC280868,NY,FAC000333,555-738-1087,dr.robinson63@wrshealthproviders.com,True,True,2011-11-01,2021-01-28 23:53:57.982591
PRV000209,1000000209,William,Wright,Endocrinology,Interventional,NP,LIC501242,FL,FAC000589,555-391-5630,dr.hall5@wrshealthproviders.com,True,True,2008-03-20,2023-04-11 23:53:57.982591
PRV000210,1000000210,Michael,Thompson,General Surgery,Interventional,MD,LIC967149,IL,FAC000095,555-578-1834,dr.wright86@wrshealthproviders.com,True,True,2008-09-19,2022-05-11 23:53:57.982591
PRV000211,1000000211,Jennifer,Green,Dermatology,Interventional,PA,LIC186492,PA,FAC000735,555-750-6159,dr.martinez94@wrshealthproviders.com,True,True,2004-05-19,2025-01-01 23:53:57.982591
PRV000212,1000000212,Jennifer,Lewis,General Surgery,Critical Care,MD,LIC377931,FL,FAC000880,555-865-4974,dr.king13@wrshealthproviders.com,True,True,2018-10-11,2025-12-03 23:53:57.982591
PRV000213,1000000213,William,Green,General Surgery,Critical Care,MD,LIC974802,IL,FAC000273,555-159-5305,dr.walker29@wrshealthproviders.com,True,True,2007-10-25,2021-05-25 23:53:57.982591
PRV000214,1000000214,Michelle,King,Neurology,Sports Medicine,DO,LIC907400,NY,FAC000938,555-581-1241,dr.clark4@wrshealthproviders.com,True,True,2014-01-27,2025-09-23 23:53:57.982591
PRV000215,1000000215,Nancy,Scott,Radiology,Pain Management,MD,LIC364738,NY,FAC000855,555-229-9004,dr.scott57@wrshealthproviders.com,True,True,2004-02-24,2022-12-01 23:53:57.982591
PRV000216,1000000216,Thomas,Young,General Surgery,,DO,LIC569549,PA,FAC000307,555-770-9679,dr.walker8@wrshealthproviders.com,False,True,2011-07-08,2022-06-19 23:53:57.982591
PRV000217,1000000217,Sarah,Walker,Oncology,Interventional,MD,LIC191816,CA,FAC000995,555-690-1386,dr.clark38@wrshealthproviders.com,True,True,2023-03-08,2022-05-01 23:53:57.982591
PRV000218,1000000218,Michael,Young,Internal Medicine,Critical Care,DO,LIC537667,TX,FAC000543,555-263-8462,dr.anderson62@wrshealthproviders.com,True,True,2006-05-09,2025-11-30 23:53:57.982591
PRV000219,1000000219,Laura,Baker,Dermatology,Pain Management,MD,LIC449142,PA,FAC000932,555-535-5307,dr.young12@wrshealthproviders.com,True,True,2024-07-31,2024-01-18 23:53:57.982591
PRV000220,1000000220,William,Scott,Cardiology,Sports Medicine,MD,LIC138683,NY,FAC000943,555-477-2860,dr.walker44@wrshealthproviders.com,True,True,2006-09-10,2023-06-25 23:53:57.982591
PRV000221,1000000221,Jennifer,Thompson,Radiology,Geriatrics,MD,LIC989364,CA,FAC000590,555-292-1071,dr.green54@wrshealthproviders.com,True,True,2011-12-20,2021-07-18 23:53:57.982591
PRV000222,1000000222,Jennifer,Lewis,Dermatology,Pain Management,MD,LIC377777,PA,FAC000314,555-802-1782,dr.king31@wrshealthproviders.com,True,True,2007-12-24,2025-12-04 23:53:57.982591
PRV000223,1000000223,Laura,Walker,Pediatrics,,MD,LIC375243,PA,FAC000021,555-428-1818,dr.hall73@wrshealthproviders.com,True,True,2011-03-09,2025-08-04 23:53:57.982591
PRV000224,1000000224,Jennifer,Anderson,Cardiology,,MD,LIC903273,IL,FAC000911,555-974-2937,dr.thompson29@wrshealthproviders.com,True,True,2008-12-25,2022-11-05 23:53:57.982591
PRV000225,1000000225,James,Lewis,Obstetrics and Gynecology,Critical Care,MD,LIC209879,PA,FAC000006,555-738-9936,dr.scott29@wrshealthproviders.com,True,True,2011-03-02,2023-04-02 23:53:57.982591
PRV000226,1000000226,Nancy,Wright,Obstetrics and Gynecology,,MD,LIC487951,TX,FAC000589,555-435-9043,dr.wright62@wrshealthproviders.com,True,False,2011-12-13,2024-06-10 23:53:57.982591
PRV000227,1000000227,William,Baker,Ophthalmology,Geriatrics,MD,LIC294358,PA,FAC000677,555-436-5895,dr.allen26@wrshealthproviders.com,True,True,2006-03-29,2021-03-13 23:53:57.982591
PRV000228,1000000228,Jennifer,Lewis,Internal Medicine,Pain Management,NP,LIC551034,FL,FAC000317,555-593-4436,dr.hall78@wrshealthproviders.com,False,True,2011-01-04,2024-11-11 23:53:57.982591
PRV000229,1000000229,Robert,Young,Emergency Medicine,Critical Care,MD,LIC373925,CA,FAC000394,555-655-9322,dr.robinson76@wrshealthproviders.com,True,True,2020-03-02,2021-10-07 23:53:57.982591
PRV000230,1000000230,Richard,Scott,Anesthesiology,Sports Medicine,MD,LIC397721,PA,FAC000348,555-893-1003,dr.king65@wrshealthproviders.com,True,True,2008-05-25,2022-05-10 23:53:57.982591
PRV000231,1000000231,Laura,Baker,Psychiatry,,DO,LIC461760,NY,FAC000872,555-654-5632,dr.anderson90@wrshealthproviders.com,True,True,2006-07-20,2022-04-26 23:53:57.982591
PRV000232,1000000232,James,Walker,Emergency Medicine,Critical Care,MD,LIC815325,FL,FAC000779,555-284-8941,dr.anderson4@wrshealthproviders.com,False,True,2014-03-18,2024-03-27 23:53:57.982591
PRV000233,1000000233,Sarah,Scott,Anesthesiology,Geriatrics,DO,LIC791638,PA,FAC000885,555-414-1399,dr.young14@wrshealthproviders.com,True,True,2013-03-05,2023-07-16 23:53:57.982591
PRV000234,1000000234,David,Walker,Endocrinology,,MD,LIC624524,NY,FAC000558,555-491-3620,dr.scott19@wrshealthproviders.com,True,True,2018-09-17,2024-03-28 23:53:57.982591
PRV000235,1000000235,Sarah,Martinez,Obstetrics and Gynecology,Interventional,MD,LIC875795,TX,FAC000262,555-622-3696,dr.scott63@wrshealthproviders.com,True,True,2012-12-07,2022-03-13 23:53:57.982591
PRV000236,1000000236,Lisa,Scott,Dermatology,Geriatrics,MD,LIC763614,AZ,FAC000919,555-613-6333,dr.wright6@wrshealthproviders.com,False,True,2008-12-24,2025-03-21 23:53:57.982591
PRV000237,1000000237,William,Walker,Family Medicine,Interventional,DO,LIC250401,AZ,FAC000415,555-902-1043,dr.martinez92@wrshealthproviders.com,True,True,2005-11-29,2022-05-10 23:53:57.982591
PRV000238,1000000238,James,Hall,Obstetrics and Gynecology,,DO,LIC728721,FL,FAC000241,555-555-3683,dr.young56@wrshealthproviders.com,True,True,2016-01-10,2022-08-01 23:53:57.982591
PRV000239,1000000239,Sarah,Anderson,General Surgery,,MD,LIC930002,PA,FAC000904,555-452-6156,dr.hall83@wrshealthproviders.com,False,True,2017-12-28,2025-04-27 23:53:57.982591
PRV000240,1000000240,Thomas,Young,Oncology,Geriatrics,MD,LIC534202,NY,FAC000994,555-329-4011,dr.robinson35@wrshealthproviders.com,False,True,2021-05-28,2024-03-10 23:53:57.982591
PRV000241,1000000241,John,Scott,Emergency Medicine,Pain Management,PA,LIC874415,PA,FAC000815,555-113-7069,dr.scott47@wrshealthproviders.com,False,True,2020-03-04,2024-02-11 23:53:57.982591
PRV000242,1000000242,Sarah,Thompson,Radiology,Geriatrics,MD,LIC725023,TX,FAC000594,555-810-3294,dr.anderson3@wrshealthproviders.com,True,True,2007-10-03,2021-06-13 23:53:57.982591
PRV000243,1000000243,James,Robinson,Obstetrics and Gynecology,,MD,LIC399689,AZ,FAC000159,555-649-6910,dr.hall74@wrshealthproviders.com,True,True,2024-01-30,2022-02-17 23:53:57.982591
PRV000244,1000000244,Michael,Nelson,General Surgery,Critical Care,PA,LIC863783,TX,FAC000660,555-174-6236,dr.allen99@wrshealthproviders.com,True,True,2012-12-23,2021-10-13 23:53:57.982591
PRV000245,1000000245,William,Lewis,Endocrinology,Geriatrics,DO,LIC487040,AZ,FAC000767,555-962-7058,dr.wright47@wrshealthproviders.com,True,True,2024-12-11,2023-12-12 23:53:57.982591
PRV000246,1000000246,Michael,Scott,Internal Medicine,,MD,LIC369433,FL,FAC000297,555-157-2918,dr.young50@wrshealthproviders.com,True,True,2018-07-25,2021-02-22 23:53:57.982591
PRV000247,1000000247,David,Clark,Anesthesiology,Sports Medicine,DO,LIC190503,PA,FAC000574,555-293-6398,dr.young83@wrshealthproviders.com,True,True,2017-12-17,2022-06-22 23:53:57.982591
